Unit Type,Sub Unit,RS,Name,Model,SZ,MV,Arm,Thr,Str,S,M,L,E,OV,Point,Abilites
BattleMech,BattleMech,RS3060u,Tai-sho,TSH-7S,4,3,9,0,7,3,3,3,0,1,18,"CASE,C3M2,MHQ10,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3060u,Tai-sho,TSH-8S,4,3,9,0,7,3,4,4,0,1,20,"CASE,C3S,MHQ1,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3058Uu,Talon,TLN-5V,1,8,4,0,2,2,2,1,0,0,11,"ENE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3058Uu,Talon,TLN-5W,1,8,4,0,2,2,2,1,0,0,12,"ENE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3058Uu,Talon,TLN-5Z,1,7,4,0,2,2,2,2,0,0,12,"ENE,C3S,MHQ1,SRCH,SOA,SEAL,ES"
Combat Vehicle,Hover,RS3075u,Tamerlane Strike Sled,2,1,12h,2,0,1,1,1,0,0,0,4,"TUR(1/1/0),SRCH"
Combat Vehicle,Hover,RS3075u,Tamerlane Strike Sled,(Flamer),1,12h,2,0,1,1,0,0,0,0,4,"TUR(1/1/0),ENE,SRCH"
Combat Vehicle,Hover,RS3075u,Tamerlane Strike Sled,(RL),1,12h,2,0,1,1,1,1,0,0,5,"TUR(1/1/0),SRCH"
Combat Vehicle,Hover,RS3075u,Tamerlane Strike Sled,(Standard),1,12h,2,0,1,1,1,0,0,0,4,"TUR(1/1/0),SRCH"
BattleMech,BattleMech,RS3055Uu,Tarantula,ZPH-1,1,8j,2,0,1,2,2,0,0,0,7,"SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3055Uu,Tarantula,ZPH-2A,1,8j,2,0,1,2,2,0,0,0,7,"SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3055Uu,Tarantula,ZPH-3A,1,8/5j,3,0,1,2,2,0,0,0,7,"ENE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3055Uu,Tarantula,ZPH-4A,1,10,3,0,1,1,1,1,0,0,10,"ENE,C3S,MHQ1,SRCH,SOA,SEAL,ES"
Infantry,Mounted,HBMPS,Tariq-Mounted Platoon,(Fed. Rifle),1,5f,2,0,1,1,0,0,0,0,--,"AM,CAR15"
Infantry,Mounted,HBMPS,Tariq-Mounted Platoon,(LRR),1,5f,2,0,1,1,1,0,0,0,--,"AM,CAR15"
Infantry,Mounted,HBMPS,Tariq-Mounted Platoon,(Rifle),1,5f,2,0,1,1,0,0,0,0,--,"AM,CAR15"
Aerospace,OmniFighter,,Tatsu,MIK-O,3,5a,9,1,4,4,4,0,0,1,15,"VSTOL,SPC,BOMB3"
Aerospace,OmniFighter,,Tatsu,MIK-OA,3,5a,9,1,4,6,6,2,0,2,19,"VSTOL,SPC,BOMB3"
Aerospace,OmniFighter,,Tatsu,MIK-OB,3,5a,9,1,4,2,4,4,0,0,20,"VSTOL,SPC,BOMB3,FLK1/1/1"
Aerospace,OmniFighter,,Tatsu,MIK-OC,3,5a,9,1,4,5,5,0,0,2,18,"VSTOL,SPC,BOMB3"
BattleMech,BattleMech,RS3055Uu,Tempest,TMP-3M,3,4j,7,0,3,5,5,2,0,0,18,"SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3055Uu,Tempest,"TMP-3M2 "Storm Tempest"",3,4j,7,0,3,4,4,1,0,1,17,"SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,,Templar,TLR1-O,4,4,9,0,4,6,6,2,0,0,20,"CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,,Templar,TLR1-O (Grayson),4,4/2j,9,0,4,4,4,0,0,0,19,"AC1/1/1,CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,,Templar,TLR1-O (Tancred),4,4,9,0,4,5,5,1,0,1,23,"CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,,Templar,TLR1-OA,4,4j,9,0,4,4,4,3,0,0,21,"CASE,ECM,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,,Templar,TLR1-OB,4,4,9,0,4,4,4,3,0,0,18,"CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,,Templar,TLR1-OC,4,4j,9,0,4,4,4,1,0,3,21,"FLK1/1/0,CASE,OMNI,SRCH,SOA,SEAL,ES"
Infantry,Battle Armor,RS 3075,Tengu,,1,2j,3,,2,2,1,0,0,0,4,"MEC,CAR6,AM"
Infantry,Battle Armor,RS 3075,Tengu,(Support),1,2j,3,,2,2,1,0,0,0,5,"MEC,CAR6,AM"
BattleMech,BattleMech,,Tessen,TSN-1C,2,6,5,0,2,2,2,1,0,0,12,"CASE,TAG,C3I,MHQ2,INARC,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,,Tessen,TSN-C3,2,6,5,0,2,3,3,1,0,0,12,"TAG,C3S,MHQ1,INARC,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,,Thanatos,THS-4S,3,5j,7,0,3,4,4,1,0,0,18,"ECM,C3S,MHQ1,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSUM,Thanatos,THS-4S (Felix),3,5j,7,0,3,4,4,2,0,0,21,"ECM,SRCH,SOA,SEAL,ES"
Infantry,Battle Armor,RS 3075,Theseus,,1,3,1,,2,1,1,0,0,0,2,"MEC,CAR4,AM"
Infantry,Battle Armor,RS 3075,Theseus,(RL),1,3,1,,2,1,1,0,0,0,2,"MEC,CAR4,AM"
BattleMech,OmniMech,RS3050U-C,Thor (Summoner),A,3,5j,6,0,4,3,4,3,0,0,21,"CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3050U-C,Thor (Summoner),B,3,5j,6,0,4,0,0,0,0,0,22,"SRM 1/1/0,LRM 2/2/2,IF2,CASE,OMNI,SNARC,AMS,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3050U-C,Thor (Summoner),C,3,5j,6,0,4,5,5,1,0,0,24,"CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3050U-C,Thor (Summoner),D,3,5j,6,0,4,5,4,3,0,0,26,"CASE,OMNI,AMS,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3050U-C,Thor (Summoner),E,3,5j,6,0,4,6,5,3,0,0,26,"CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3050U-C,Thor (Summoner),G,3,5j,6,0,4,3,2,2,0,2,25,"SRM 2/2/0,CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3050U-C,Thor (Summoner),H,3,5j,6,0,4,5,5,0,0,0,25,"CASE,OMNI,AMS,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3050U-C,Thor (Summoner),HH,3,5j,6,0,4,5,5,3,0,0,25,"FLK1/1/1,HT1,CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3050U-C,Thor (Summoner),M,3,5j,6,0,4,4,4,3,0,0,23,"FLK1/1/1,CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3050U-C,Thor (Summoner),Prime,3,5j,6,0,4,4,4,4,0,0,23,"FLK1/1/1,IF1,CASE,OMNI,SRCH,SOA,SEAL,ES"
Combat Vehicle,Wheeled,RSOK,Thor Artillery Vehicle,(AC),2,4w,5,,3,0,0,0,,,7,"AC1/1/0,TUR(2/1/0),SRCH,EE"
Combat Vehicle,Wheeled,RS3050U-C,Thor Artillery Vehicle,(C3i),2,5w,4,0,3,0,0,0,0,0,5,"CASE,ARTT1,C3I,MHQ2,SRCH"
Combat Vehicle,Wheeled,RS3050U-C,Thor Artillery Vehicle,(Clan),2,5w,5,0,3,0,0,0,0,0,8,"TUR(2/2/0),CASE,ARTT1,SRCH"
Combat Vehicle,Wheeled,RS3050U-C,Thor Artillery Vehicle,(Standard),2,5w,4,0,3,0,0,0,0,0,6,"TUR(1/1/0),CASE,ARTT1,SRCH"
BattleMech,BattleMech,RS3050U-C,Thorn,THE-N,1,6,2,0,2,2,2,1,0,0,5,"CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3050U-C,Thorn,THE-N1,1,6,2,0,1,2,1,1,0,0,7,"ENE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3050U-C,Thorn,THE-N2,1,6,2,0,1,2,1,1,0,0,4,"CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSOK,Thorn,THE-Nb,1,8,2,,1,1,1,1,,1,8,"ENE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3039,Thorn,THE-S,1,6,2,0,2,2,2,1,0,0,5,"SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3039,Thorn,THE-T,1,6,2,0,2,2,2,0,0,0,5,"SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3058Uu,Thresher,2,3,6/5j,5,0,3,2,3,2,0,2,23,"SRM 1/1/0,CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,JTPLuthien,Thresher,(Edward),3,6/5j,5,0,3,4,4,2,0,1,21,"SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3058Uu,Thresher,(Standard),3,6/5j,5,0,3,4,4,2,0,0,23,"SRM 2/2/0,CASE,SRCH,SOA,SEAL,ES"
Aerospace,Aerospace Fighter,RSUF,Thrush,"(Maximilian) "C-1247"",1,15a,1,1,8,1,1,0,0,0,3,"CT1,VSTOL,SPC,BOMB2"
Aerospace,Aerospace Fighter,RS3039,Thrush,TR-7,1,12a,1,1,6,2,2,0,0,0,5,"VSTOL,SPC,BOMB2"
Aerospace,Aerospace Fighter,RS3039,Thrush,TR-7p,1,12a,1,1,6,2,2,0,0,0,4,"VSTOL,SPC,BOMB2"
Aerospace,Aerospace Fighter,RS3039,Thrush,TR-8,1,12a,1,1,6,2,2,0,0,0,6,"VSTOL,SPC,BOMB2"
BattleMech,BattleMech,RS3039,Thug,THG-10E,4,4,8,0,6,2,2,2,0,0,15,"SRM 1/1/0,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3050U-C,Thug,THG-11E,4,4,8,0,6,2,2,2,0,0,16,"SRM 2/2/0,CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3075u,Thug,THG-11Eb,4,4,8,0,6,2,2,2,0,0,18,"SRM 2/2/0,CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3050U-C,Thug,THG-12E,4,4,8,0,6,2,2,2,0,0,18,"SRM 1/1/0,CASE,C3I,MHQ2,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3050U-C,Thug,THG-12K,4,4,8,0,6,2,2,2,0,0,18,"SRM 1/1/0,CASE,ECM,C3S,MHQ1,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3050U-C,Thug,THG-13K,4,4,8,0,4,3,4,3,0,2,21,"ENE,C3I,MHQ2,SRCH,SOA,SEAL,ES"
Combat Vehicle,Artillery,RS3075u,Thumper Artillery Vehicle,(Standard),3,4w,7,0,3,1,0,0,0,0,7,"TUR(1/1/0),CASE,ECM,ARTT1,SRCH"
Combat Vehicle,Artillery,RS3075u,Thumper Artillery Vehicle,TAV-1,3,4w,6,0,3,1,0,0,0,0,6,"ARTT1,SRCH,EE"
Combat Vehicle,Artillery,RS3075u,Thumper Artillery Vehicle,TAV-2,3,4w,7,0,3,1,0,0,0,0,7,"TUR(1/1/0),CASE,PRB,RCN,ARTT1,SRCH"
BattleMech,BattleMech,RS3055Uu,Thunder,THR-1L,3,5,7,0,3,3,3,1,0,0,15,"AC2/2/0,CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3055Uu,Thunder,THR-2L,3,5,7,0,3,3,3,0,0,1,20,"FLK1/1/0,CASE,ECM,STL,TSM,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3055Uu,Thunder,THR-3L,3,5,7,0,3,2,2,0,0,1,20,"CASE,ECM,STL,ARTAIS1,TSM,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3058Uu,Thunder Hawk,TDK-7KMA,4,3,10,0,4,5,5,3,0,0,24,"ARTAIS1,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3058Uu,Thunder Hawk,TDK-7S,4,3,10,0,5,5,6,5,0,0,24,"SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3058Uu,Thunder Hawk,TDK-7X,4,3,10,0,4,5,5,4,0,2,26,"SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3058Uu,Thunder Hawk,TDK-7Y,4,3,10,0,4,6,6,5,0,0,25,"SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3060u,Thunder Stallion,3,4,3,9,0,7,5,5,3,0,0,27,"FLK4/4/2,CASE,ECM,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3060u,Thunder Stallion,(Standard),4,3,9,0,7,2,2,0,0,0,23,"LRM 4/4/4,FLK1/1/0,IF4,CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3060u,Thunder Stallion,"2 "Fire Stallion"",4,3,9,0,7,2,2,2,0,2,26,"LRM 3/3/3,IF3,CASE,SRCH,SOA,SEAL,ES"
Aerospace,Aerospace Fighter,,Thunderbird,TRB-D36,4,5a,7,1,5,4,4,2,0,3,--,"VSTOL,SPC,BOMB4"
BattleMech,BattleMech,RSPUu,Thunderbolt,TDR-10SE,3,5/4j,7,0,5,3,3,2,0,1,20,"IF1,ECM,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,Thunderbolt,TDR-11SE,3,4/6j,7,0,4,3,3,1,0,0,18,"CASE,ECM,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,Thunderbolt,TDR-17S,3,4j,7,0,7,3,3,1,0,1,18,"ENE,ECM,TSM,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,Thunderbolt,TDR-5S,3,4,7,0,5,3,3,1,0,1,13,"IF1,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,HTPGaltor,Thunderbolt,TDR-5S (Tallman),3,4,7,0,5,4,4,0,0,1,--,"ENE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSOK,Thunderbolt,TDR-5Sb,3,4,7,,5,5,5,3,,0,16,"IF1,CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,Thunderbolt,TDR-5SE,3,4j,7,0,5,3,3,1,0,0,14,"IF1,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,Thunderbolt,TDR-5SS,3,4,7,0,5,3,3,1,0,1,13,"SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,Thunderbolt,TDR-60-RLA,3,5j,7,0,3,3,3,0,0,2,20,"ENE,TSM,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,Thunderbolt,TDR-7M,3,4,7,0,5,4,4,2,0,0,15,"IF1,CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,Thunderbolt,TDR-7SE,3,4j,7,0,5,4,5,2,0,0,18,"ECM,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,Thunderbolt,TDR-9M,3,4j,7,0,5,3,4,2,0,0,16,"IF1,CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,Thunderbolt,TDR-9NAIS,3,5,6,0,3,6,6,0,0,0,19,"CASE,ECM,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,Thunderbolt,TDR-9S,3,4,7,0,5,4,3,1,0,0,15,"CASE,AMS,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,Thunderbolt,TDR-9SE,3,4j,7,0,5,3,4,1,0,0,14,"IF1,CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3060u,Ti Ts'ang,TSG-9C,3,6j,7,0,3,2,2,0,0,1,20,"TSM,MEL,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3060u,Ti Ts'ang,TSG-9H,3,6j,7,0,3,3,3,0,0,1,18,"ENE,TAG,TSM,MEL,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3060u,Ti Ts'ang,TSG-9J,3,6j,7,0,3,3,3,1,0,0,19,"ENE,TSM,MEL,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3075u,Titan,TI-1A,4,3,10,0,8,2,3,1,0,4,19,"SRM 1/1/0,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3075u,Titan II,TI-2P,4,3,10,0,8,5,5,2,0,2,21,"IF1,CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3075u,Titan II,TI-2PA,4,3j,10,0,8,6,5,0,0,1,24,"HT1,CASE,PRB,RCN,SRCH,SOA,SEAL,ES"
Combat Vehicle,Wheeled,RS3058Uu,Tokugawa Heavy Tank,(C3S),3,4w,6,0,3,2,2,0,0,0,9,"TUR(2/2/1,FLK1/1/1),C3S,MHQ1,SRCH"
Combat Vehicle,Wheeled,RS3058Uu,Tokugawa Heavy Tank,(MRM),3,4w,6,0,3,2,2,0,0,0,9,"TUR(3/3/0),TAG,SRCH"
Combat Vehicle,Wheeled,JTPAtreus,Tokugawa Heavy Tank,(SD2),3,4w,6,0,3,1,0,0,0,0,10,"TUR(4/4/2),AMS,SRCH"
Combat Vehicle,Wheeled,RS3058Uu,Tokugawa Heavy Tank,(Standard),3,4w,6,0,3,2,2,0,0,0,9,"TUR(2/2/1,FLK1/1/1),SRCH"
Combat Vehicle,Wheeled,RS3058Uu,Tokugawa Heavy Tank,(Streak),3,4w,6,0,3,2,2,0,0,0,9,"TUR(2/2/1,FLK1/1/1),SRCH"
Aerospace,Aerospace Fighter,RS3050U-C,Tomahawk,C,2,8a,7,1,4,3,3,2,2,0,16,"VSTOL,SPC,BOMB2,PNT1"
Aerospace,Aerospace Fighter,RS3050U-C,Tomahawk,CH,2,8a,7,1,4,3,3,0,0,1,16,"VSTOL,SPC,BOMB2,PNT1"
Aerospace,Aerospace Fighter,RS3050U-C,Tomahawk,THK-33,2,8a,6,1,4,2,2,0,0,0,11,"VSTOL,SPC,BOMB2,PNT1"
Aerospace,Aerospace Fighter,RS3050U-C,Tomahawk,THK-43,2,8a,6,1,4,2,2,0,0,0,10,"VSTOL,SPC,BOMB2,PNT1"
Aerospace,Aerospace Fighter,RS3050U-C,Tomahawk,THK-53,2,8a,6,1,4,3,3,0,0,0,11,"VSTOL,SPC,BOMB2"
Aerospace,Aerospace Fighter,RS3050U-C,Tomahawk,THK-63,2,8a,6,1,4,2,2,0,0,0,10,"VSTOL,SPC,BOMB2,PNT1"
Aerospace,Aerospace Fighter,,Tomahawk,THK-63b,2,8a,6,1,4,3,3,1,0,0,--,"VSTOL,SPC,BOMB2"
Aerospace,Aerospace Fighter,RS3050U-C,Tomahawk,THK-63CS,2,8a,6,1,4,2,2,2,0,0,12,"VSTOL,SPC,BOMB2,PNT1"
Infantry,Battle Armor,RS 3075,Tornado G12,,1,1,0,,2,1,0,0,0,0,1,"STL,MEC,CAR6,AM,LECM,LMAS"
Infantry,Battle Armor,RS 3075,Tornado G13,(Auto GL),1,1,0,,2,1,0,0,0,0,1,"STL,MEC,CAR6,AM,LECM"
Infantry,Battle Armor,RS 3075,Tornado G13,(Flamer),1,1,0,,2,2,0,0,0,0,1,"STL,MEC,CAR6,AM,LECM,HT1"
Infantry,Battle Armor,RS 3075,Tornado G13,(Gauss),1,1,0,,2,1,1,0,0,0,1,"STL,MEC,CAR6,AM,LECM"
Infantry,Battle Armor,RS 3075,Tornado G13,(Laser),1,1,0,,2,2,0,0,0,0,2,"STL,MEC,CAR6,AM,LECM"
Infantry,Battle Armor,RS 3075,Tornado G13,(MG),1,1,0,,2,2,0,0,0,0,1,"STL,MEC,CAR6,AM,LECM"
Infantry,Battle Armor,RS 3075,Tornado G14,,1,1,0,,2,1,0,0,0,0,1,"STL,MEC,CAR6,AM,LECM"
BattleMech,BattleMech,RS3075u,Toro,TR-A-1,1,3,4,0,3,2,2,0,0,0,7,"SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3075u,Toro,TR-A-6,1,5,3,0,3,1,2,2,0,0,9,"IF1,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3060u,Toyama,TYM-1A,3,4,6,0,3,4,4,3,0,1,17,"FLK1/1/1,IF1,ECM,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3060u,Toyama,TYM-1B,3,4,7,0,4,3,4,3,0,1,18,"IF1,CASE,C3I,MHQ2,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3060u,Toyama,TYM-1C,3,4,7,0,3,5,5,4,0,0,17,"IF2,CASE,C3I,MHQ2,SRCH,SOA,SEAL,ES"
Aerospace,Aerospace Fighter,RS3039,Transgressor,TR-13,3,6a,7,1,4,4,4,0,0,0,15,"VSTOL,SPC,BOMB4"
Aerospace,Aerospace Fighter,RS3039,Transgressor,TR-13A,3,6a,7,1,4,4,4,3,0,0,17,"VSTOL,SPC,BOMB4"
Aerospace,Aerospace Fighter,RS3039,Transgressor,"TR-14 "AC"",3,6a,7,1,4,4,4,0,0,0,12,"VSTOL,SPC,BOMB4"
Aerospace,Aerospace Fighter,RS3039,Transgressor,TR-15,3,6a,8,1,4,5,5,4,0,1,22,"VSTOL,SPC,BOMB4"
Aerospace,Aerospace Fighter,RS3039,Transgressor,TR-16,3,6a,7,1,4,4,5,3,0,0,20,"VSTOL,SPC,BOMB4"
Aerospace,Aerospace Fighter,RS3039,Transit,TR-10,2,6a,6,1,3,4,4,0,0,0,11,"VSTOL,SPC,BOMB3"
Aerospace,Aerospace Fighter,RS3039,Transit,TR-11,2,6a,6,1,3,2,2,0,0,0,8,"RCN,VSTOL,SPC,BOMB3"
Aerospace,Aerospace Fighter,RS3039,Transit,TR-12,2,7a,6,1,4,4,4,0,0,0,16,"VSTOL,SPC,BOMB3,FLK1/1/0"
BattleMech,BattleMech,RS3050U-I,Trebuchet,TBT-3C,2,6,5,0,2,4,5,3,0,0,13,"IF2,CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3039,Trebuchet,TBT-5J,2,5j,4,0,4,2,3,1,0,0,12,"IF1,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,SBS&D,Trebuchet,TBT-5K,2,5,4,0,4,2,2,2,0,0,10,"SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3039,Trebuchet,TBT-5N,2,5,4,0,4,2,2,1,0,1,12,"IF1,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3039,Trebuchet,TBT-5S,2,5,4,0,4,2,2,0,0,0,10,SRM 2/2/0,SRCH,SOA,SEAL,ES
BattleMech,BattleMech,RS3050U-I,Trebuchet,TBT-7M,2,5j,4,0,2,2,2,0,0,0,13,LRM 1/1/1,IF1,CASE,SNARC,SRCH,SOA,SEAL,ES
BattleMech,BattleMech,RS3050U-I,Trebuchet,TBT-8B,2,5j,4,0,2,4,3,1,0,1,13,IF1,CASE,SRCH,SOA,SEAL,ES
BattleMech,BattleMech,RS3050U-I,Trebuchet,TBT-9K,2,5j,5,0,2,4,4,0,0,1,13,CASE,C3S,MHQ1,SRCH,SOA,SEAL,ES
Aerospace,Aerospace Fighter,RS3050U-C,Trident,TRN-3T,1,12a,1,1,6,2,2,0,0,0,5,VSTOL,SPC,BOMB2,PNT1
Aerospace,Aerospace Fighter,,Trident,TRN-3Tb,1,12a,1,1,6,2,2,0,0,0,--,VSTOL,SPC,BOMB2,PNT1
Protomech,Protomech,,Triton,2,1,4j,6,0,5,6,4,1,0,0,14,IF1
Protomech,Protomech,,Triton,(Standard),1,4j,6,0,5,5,4,0,0,0,14,
Aerospace,Aerospace Fighter,,Troika,CMT-3T,3,6a,7,1,3,3,4,3,0,1,19,"VSTOL,SPC,BOMB3"
Aerospace,Aerospace Fighter,,Troika,CMT-4U,3,6a,7,1,3,4,4,2,0,0,17,"VSTOL,SPC,BOMB3"
BattleMech,BattleMech,RS3055Uu,Tsunami,TS-P1,2,6j,5,0,3,2,2,0,0,0,9,CASE,SRCH,SOA,SEAL,ES
BattleMech,BattleMech,RS3055Uu,Tsunami,TS-P1D,2,6/3j,4,0,3,3,3,0,0,0,13,CASE,TSM,SRCH,SOA,SEAL,ES
BattleMech,BattleMech,JHS3076,Tundra Wolf,2,3,5/4j,7,0,4,6,6,3,0,3,36,IF1,CASE,SRCH,SOA,SEAL,ES
BattleMech,BattleMech,JHS3076,Tundra Wolf,3,3,5/4j,6,0,4,5,5,3,0,4,33,IF1,CASE,SRCH,SOA,SEAL,ES
BattleMech,BattleMech,JHS3076,Tundra Wolf,(Standard),3,5/4j,8,0,4,6,6,3,0,2,31,IF1,CASE,ECM,SRCH,SOA,SEAL,ES
Combat Vehicle,Wheeled,RS3075u,Turhan Urban Combat Vehicle,(C3),2,4w,4,0,3,1,0,0,0,0,7,TUR(2/2/0),TAG,C3M,MHQ5,AMS,IT4,SRCH
Combat Vehicle,Wheeled,RS3075u,Turhan Urban Combat Vehicle,(Standard),2,4w,4,0,3,1,0,0,0,0,7,TUR(2/2/0),IT5,SRCH
Aerospace,OmniFighter,RS3055Uu,Turk,A,2,7a,6,1,4,4,4,3,1,0,20,VSTOL,SPC,BOMB3
Aerospace,OmniFighter,RS3055Uu,Turk,B,2,7a,6,1,4,5,5,3,0,0,18,VSTOL,SPC,BOMB3
Aerospace,OmniFighter,RS3055Uu,Turk,C,2,7a,6,1,4,4,4,3,2,2,22,VSTOL,SPC,BOMB3
Aerospace,OmniFighter,RS3055Uu,Turk,D,2,7a,6,1,4,7,5,3,3,0,23,VSTOL,SPC,BOMB3
Aerospace,OmniFighter,RS3055Uu,Turk,Prime,2,7a,6,1,4,4,4,4,2,1,27,VSTOL,SPC,BOMB3
BattleMech,OmniMech,RS3058Uu,Turkina,A,4,3j,10,0,5,3,3,3,0,0,29,LRM 2/2/2,IF2,CASE,OMNI,SRCH,SOA,SEAL,ES
BattleMech,OmniMech,RS3058Uu,Turkina,B,4,3j,10,0,5,7,7,4,0,1,34,ENE,OMNI,SRCH,SOA,SEAL,ES
BattleMech,OmniMech,RS3058Uu,Turkina,C,4,3j,10,0,5,6,5,2,0,2,28,FLK1/1/0,CASE,PRB,RCN,OMNI,SRCH,SOA,SEAL,ES
BattleMech,OmniMech,RS3058Uu,Turkina,D,4,3j,10,0,5,12,8,4,0,2,31,CASE,OMNI,SRCH,SOA,SEAL,ES
BattleMech,OmniMech,RS3058Uu,Turkina,E,4,3j,10,0,5,10,10,3,0,0,31,"FLK3/2/2,CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3058Uu,Turkina,H,4,3j,10,0,5,9,9,4,0,0,27,"CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3058Uu,Turkina,Prime,4,3j,10,0,5,4,4,4,0,0,29,"LRM 2/2/2,FLK1/1/1,IF2,CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3058Uu,Turkina,X,4,3j,10,0,5,8,8,4,0,0,31,"IF3,CASE,ECM,OMNI,SRCH,SOA,SEAL,ES"
Aerospace,Aerospace Fighter,,Typhoon,TFN-2A,4,5a,5,1,5,3,3,2,0,4,--,"VSTOL,SPC,BOMB4"
Combat Vehicle,Wheeled,RS3058Uu,Typhoon Urban Assault Vehicle,(LBX),3,3w,7,0,4,1,1,0,0,0,11,"TUR(3/3/2,FLK1/1/1),C3S,MHQ1,SRCH"
